aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
53,32.3,2023-06-11:07,6.3,49.3,21,13.33,20.7,2023-06-11T17:00:00,2023-06-11T07:00:00,1686466800
42,32.7,2023-06-11:06,7,49,16,10,22,2023-06-11T16:00:00,2023-06-11T06:00:00,1686463200
43,34.8,2023-06-11:05,10,46,16.3,10.33,26.3,2023-06-11T15:00:00,2023-06-11T05:00:00,1686459600
44,37,2023-06-11:04,13,43,16.7,10.67,30.7,2023-06-11T14:00:00,2023-06-11T04:00:00,1686456000
46,39.1,2023-06-11:03,16,40,17,11,35,2023-06-11T13:00:00,2023-06-11T03:00:00,1686452400
53,45.5,2023-06-11:02,18.7,37,20.7,13.33,31.3,2023-06-11T12:00:00,2023-06-11T02:00:00,1686448800
58,51.9,2023-06-11:01,21.3,34,24.3,15.67,27.7,2023-06-11T11:00:00,2023-06-11T01:00:00,1686445200
63,58.4,2023-06-11:00,24,31,28,18,24,2023-06-11T10:00:00,2023-06-11T00:00:00,1686441600
64,55.8,2023-06-10:23,26.3,26,28.7,18.67,22.3,2023-06-11T09:00:00,2023-06-10T23:00:00,1686438000
66,53.3,2023-06-10:22,28.7,21,29.3,19.33,20.7,2023-06-11T08:00:00,2023-06-10T22:00:00,1686434400
67,50.8,2023-06-10:21,31,16,30,20,19,2023-06-11T07:00:00,2023-06-10T21:00:00,1686430800
63,56.2,2023-06-10:20,32.7,15.3,27.3,18,21,2023-06-11T06:00:00,2023-06-10T20:00:00,1686427200
59,61.7,2023-06-10:19,34.3,14.7,24.7,16,23,2023-06-11T05:00:00,2023-06-10T19:00:00,1686423600
54,67.1,2023-06-10:18,36,14,22,14,25,2023-06-11T04:00:00,2023-06-10T18:00:00,1686420000
67,72,2023-06-10:17,37,13.7,30,19.67,28,2023-06-11T03:00:00,2023-06-10T17:00:00,1686416400
79,76.8,2023-06-10:16,38,13.3,38,25.33,31,2023-06-11T02:00:00,2023-06-10T16:00:00,1686412800
91,81.7,2023-06-10:15,39,13,46,31,34,2023-06-11T01:00:00,2023-06-10T15:00:00,1686409200
99,63.8,2023-06-10:14,27.3,25.3,50.7,34.67,28,2023-06-11T00:00:00,2023-06-10T14:00:00,1686405600
108,45.9,2023-06-10:13,15.7,37.7,55.3,38.33,22,2023-06-10T23:00:00,2023-06-10T13:00:00,1686402000
118,28,2023-06-10:12,4,50,60,42,16,2023-06-10T22:00:00,2023-06-10T12:00:00,1686398400
100,27.6,2023-06-10:11,6,47.7,50.3,35.33,17.7,2023-06-10T21:00:00,2023-06-10T11:00:00,1686394800
86,27.2,2023-06-10:10,8,45.3,40.7,28.67,19.3,2023-06-10T20:00:00,2023-06-10T10:00:00,1686391200
72,26.8,2023-06-10:09,10,43,31,22,21,2023-06-10T19:00:00,2023-06-10T09:00:00,1686387600
59,26.5,2023-06-10:08,8.3,45.7,23,16.33,19.3,2023-06-10T18:00:00,2023-06-10T08:00:00,1686384000
44,26.1,2023-06-10:07,6.7,48.3,15,10.67,17.7,2023-06-10T17:00:00,2023-06-10T07:00:00,1686380400
24,25.7,2023-06-10:06,5,51,7,5,16,2023-06-10T16:00:00,2023-06-10T06:00:00,1686376800
23,25.9,2023-06-10:05,5,50.3,7,4.67,15,2023-06-10T15:00:00,2023-06-10T05:00:00,1686373200
23,26.1,2023-06-10:04,5,49.7,7,4.33,14,2023-06-10T14:00:00,2023-06-10T04:00:00,1686369600
23,26.3,2023-06-10:03,5,49,7,4,13,2023-06-10T13:00:00,2023-06-10T03:00:00,1686366000
22,27.8,2023-06-10:02,6.3,47.7,7.3,4.67,13.7,2023-06-10T12:00:00,2023-06-10T02:00:00,1686362400
22,29.4,2023-06-10:01,7.7,46.3,7.7,5.33,14.3,2023-06-10T11:00:00,2023-06-10T01:00:00,1686358800
25,30.9,2023-06-10:00,9,45,8,6,15,2023-06-10T10:00:00,2023-06-10T00:00:00,1686355200
39,29.6,2023-06-09:23,8.7,43.7,13.3,9.33,14.7,2023-06-10T09:00:00,2023-06-09T23:00:00,1686351600
51,28.2,2023-06-09:22,8.3,42.3,18.7,12.67,14.3,2023-06-10T08:00:00,2023-06-09T22:00:00,1686348000
59,26.8,2023-06-09:21,8,41,24,16,14,2023-06-10T07:00:00,2023-06-09T21:00:00,1686344400
55,26.1,2023-06-09:20,7,42,21.7,14.33,13,2023-06-10T06:00:00,2023-06-09T20:00:00,1686340800
51,25.3,2023-06-09:19,6,43,19.3,12.67,12,2023-06-10T05:00:00,2023-06-09T19:00:00,1686337200
46,24.5,2023-06-09:18,5,44,17,11,11,2023-06-10T04:00:00,2023-06-09T18:00:00,1686333600
50,25.3,2023-06-09:17,6.3,40.3,18.3,12,11.3,2023-06-10T03:00:00,2023-06-09T17:00:00,1686330000
52,26.1,2023-06-09:16,7.7,36.7,19.7,13,11.7,2023-06-10T02:00:00,2023-06-09T16:00:00,1686326400
54,26.8,2023-06-09:15,9,33,21,14,12,2023-06-10T01:00:00,2023-06-09T15:00:00,1686322800
56,27,2023-06-09:14,9.3,33,22.3,15,11.7,2023-06-10T00:00:00,2023-06-09T14:00:00,1686319200
59,27.2,2023-06-09:13,9.7,33,23.7,16,11.3,2023-06-09T23:00:00,2023-06-09T13:00:00,1686315600
61,27.4,2023-06-09:12,10,33,25,17,11,2023-06-09T22:00:00,2023-06-09T12:00:00,1686312000
58,27.8,2023-06-09:11,12,33,23,15.67,11.7,2023-06-09T21:00:00,2023-06-09T11:00:00,1686308400
55,28.2,2023-06-09:10,14,33,21,14.33,12.3,2023-06-09T20:00:00,2023-06-09T10:00:00,1686304800
52,28.6,2023-06-09:09,16,33,19,13,13,2023-06-09T19:00:00,2023-06-09T09:00:00,1686301200
40,27,2023-06-09:08,12.3,38.3,14.3,9.67,12,2023-06-09T18:00:00,2023-06-09T08:00:00,1686297600
26,25.5,2023-06-09:07,8.7,43.7,9.7,6.33,11,2023-06-09T17:00:00,2023-06-09T07:00:00,1686294000
23,23.9,2023-06-09:06,5,49,5,3,10,2023-06-09T16:00:00,2023-06-09T06:00:00,1686290400
22,25.1,2023-06-09:05,6,47,6,3.67,11.7,2023-06-09T15:00:00,2023-06-09T05:00:00,1686286800
21,26.3,2023-06-09:04,7,45,7,4.33,13.3,2023-06-09T14:00:00,2023-06-09T04:00:00,1686283200
21,27.4,2023-06-09:03,8,43,8,5,15,2023-06-09T13:00:00,2023-06-09T03:00:00,1686279600
32,28,2023-06-09:02,8.3,42.7,11.7,7.67,16.3,2023-06-09T12:00:00,2023-06-09T02:00:00,1686276000
43,28.6,2023-06-09:01,8.7,42.3,15.3,10.33,17.7,2023-06-09T11:00:00,2023-06-09T01:00:00,1686272400
52,29.2,2023-06-09:00,9,42,19,13,19,2023-06-09T10:00:00,2023-06-09T00:00:00,1686268800
53,27.8,2023-06-08:23,8.3,41.7,19.7,13.33,17.7,2023-06-09T09:00:00,2023-06-08T23:00:00,1686265200
54,26.5,2023-06-08:22,7.7,41.3,20.3,13.67,16.3,2023-06-09T08:00:00,2023-06-08T22:00:00,1686261600
54,25.1,2023-06-08:21,7,41,21,14,15,2023-06-09T07:00:00,2023-06-08T21:00:00,1686258000
51,24.7,2023-06-08:20,6.3,40.7,19,12.67,15.3,2023-06-09T06:00:00,2023-06-08T20:00:00,1686254400
47,24.3,2023-06-08:19,5.7,40.3,17,11.33,15.7,2023-06-09T05:00:00,2023-06-08T19:00:00,1686250800
42,23.9,2023-06-08:18,5,40,15,10,16,2023-06-09T04:00:00,2023-06-08T18:00:00,1686247200
40,25.5,2023-06-08:17,7,37.3,14.7,9.67,16.3,2023-06-09T03:00:00,2023-06-08T17:00:00,1686243600
39,27,2023-06-08:16,9,34.7,14.3,9.33,16.7,2023-06-09T02:00:00,2023-06-08T16:00:00,1686240000
37,28.6,2023-06-08:15,11,32,14,9,17,2023-06-09T01:00:00,2023-06-08T15:00:00,1686236400
36,31.5,2023-06-08:14,14.3,29.3,13,8.67,16,2023-06-09T00:00:00,2023-06-08T14:00:00,1686232800
35,34.4,2023-06-08:13,17.7,26.7,12,8.33,15,2023-06-08T23:00:00,2023-06-08T13:00:00,1686229200
33,37.4,2023-06-08:12,21,24,11,8,14,2023-06-08T22:00:00,2023-06-08T12:00:00,1686225600
29,35.4,2023-06-08:11,20.3,25.7,9.7,7,16.7,2023-06-08T21:00:00,2023-06-08T11:00:00,1686222000
25,33.5,2023-06-08:10,19.7,27.3,8.3,6,19.3,2023-06-08T20:00:00,2023-06-08T10:00:00,1686218400
21,31.5,2023-06-08:09,19,29,7,5,22,2023-06-08T19:00:00,2023-06-08T09:00:00,1686214800
21,35.2,2023-06-08:08,31.7,21.3,7.3,5,41.7,2023-06-08T18:00:00,2023-06-08T08:00:00,1686211200
21,38.9,2023-06-08:07,44.3,13.7,7.7,5,61.3,2023-06-08T17:00:00,2023-06-08T07:00:00,1686207600
21,42.6,2023-06-08:06,57,6,8,5,81,2023-06-08T16:00:00,2023-06-08T06:00:00,1686204000
33,44.2,2023-06-08:05,52.3,12.7,12.3,8,88.7,2023-06-08T15:00:00,2023-06-08T05:00:00,1686200400
46,45.7,2023-06-08:04,47.7,19.3,16.7,11,96.3,2023-06-08T14:00:00,2023-06-08T04:00:00,1686196800
54,47.3,2023-06-08:03,43,26,21,14,104,2023-06-08T13:00:00,2023-06-08T03:00:00,1686193200
64,44,2023-06-08:02,35.7,30,27.7,18.67,94.3,2023-06-08T12:00:00,2023-06-08T02:00:00,1686189600
74,40.7,2023-06-08:01,28.3,34,34.3,23.33,84.7,2023-06-08T11:00:00,2023-06-08T01:00:00,1686186000
85,37.4,2023-06-08:00,21,38,41,28,75,2023-06-08T10:00:00,2023-06-08T00:00:00,1686182400
73,34,2023-06-07:23,17.3,39,33.3,22.67,67,2023-06-08T09:00:00,2023-06-07T23:00:00,1686178800
62,30.7,2023-06-07:22,13.7,40,25.7,17.33,59,2023-06-08T08:00:00,2023-06-07T22:00:00,1686175200
50,27.4,2023-06-07:21,10,41,18,12,51,2023-06-08T07:00:00,2023-06-07T21:00:00,1686171600
44,26.1,2023-06-07:20,9,43,15.7,10.67,44.7,2023-06-08T06:00:00,2023-06-07T20:00:00,1686168000
39,24.7,2023-06-07:19,8,45,13.3,9.33,38.3,2023-06-08T05:00:00,2023-06-07T19:00:00,1686164400
33,23.3,2023-06-07:18,7,47,11,8,32,2023-06-08T04:00:00,2023-06-07T18:00:00,1686160800
31,23,2023-06-07:17,6.3,48.3,10.3,7.33,27.7,2023-06-08T03:00:00,2023-06-07T17:00:00,1686157200
28,22.6,2023-06-07:16,5.7,49.7,9.7,6.67,23.3,2023-06-08T02:00:00,2023-06-07T16:00:00,1686153600
25,22.2,2023-06-07:15,5,51,9,6,19,2023-06-08T01:00:00,2023-06-07T15:00:00,1686150000
28,22.2,2023-06-07:14,6,49.7,10,6.67,21.3,2023-06-08T00:00:00,2023-06-07T14:00:00,1686146400
31,22.2,2023-06-07:13,7,48.3,11,7.33,23.7,2023-06-07T23:00:00,2023-06-07T13:00:00,1686142800
33,22.2,2023-06-07:12,8,47,12,8,26,2023-06-07T22:00:00,2023-06-07T12:00:00,1686139200
35,22,2023-06-07:11,5.7,51.3,13,8.33,19.3,2023-06-07T21:00:00,2023-06-07T11:00:00,1686135600
36,21.8,2023-06-07:10,3.3,55.7,14,8.67,12.7,2023-06-07T20:00:00,2023-06-07T10:00:00,1686132000
37,21.6,2023-06-07:09,1,60,15,9,6,2023-06-07T19:00:00,2023-06-07T09:00:00,1686128400
35,21.6,2023-06-07:08,2,59.3,13.7,8.33,8,2023-06-07T18:00:00,2023-06-07T08:00:00,1686124800
32,21.6,2023-06-07:07,3,58.7,12.3,7.67,10,2023-06-07T17:00:00,2023-06-07T07:00:00,1686121200
29,21.6,2023-06-07:06,4,58,11,7,12,2023-06-07T16:00:00,2023-06-07T06:00:00,1686117600
32,21.6,2023-06-07:05,4.3,57.3,12,7.67,15.3,2023-06-07T15:00:00,2023-06-07T05:00:00,1686114000
35,21.6,2023-06-07:04,4.7,56.7,13,8.33,18.7,2023-06-07T14:00:00,2023-06-07T04:00:00,1686110400
37,21.6,2023-06-07:03,5,56,14,9,22,2023-06-07T13:00:00,2023-06-07T03:00:00,1686106800
50,21.4,2023-06-07:02,3.3,57.7,18.7,12,17,2023-06-07T12:00:00,2023-06-07T02:00:00,1686103200
56,21.2,2023-06-07:01,1.7,59.3,23.3,15,12,2023-06-07T11:00:00,2023-06-07T01:00:00,1686099600
63,21,2023-06-07:00,0,61,28,18,7,2023-06-07T10:00:00,2023-06-07T00:00:00,1686096000
71,21.2,2023-06-06:23,0,60.7,32.7,21.67,6.3,2023-06-07T09:00:00,2023-06-06T23:00:00,1686092400
79,21.4,2023-06-06:22,0,60.3,37.3,25.33,5.7,2023-06-07T08:00:00,2023-06-06T22:00:00,1686088800
87,21.6,2023-06-06:21,0,60,42,29,5,2023-06-07T07:00:00,2023-06-06T21:00:00,1686085200
78,21.6,2023-06-06:20,0,60,36.7,25,4,2023-06-07T06:00:00,2023-06-06T20:00:00,1686081600
69,21.6,2023-06-06:19,0,60,31.3,21,3,2023-06-07T05:00:00,2023-06-06T19:00:00,1686078000
61,21.6,2023-06-06:18,0,60,26,17,2,2023-06-07T04:00:00,2023-06-06T18:00:00,1686074400
61,21.6,2023-06-06:17,0,60,26,17,1.7,2023-06-07T03:00:00,2023-06-06T17:00:00,1686070800
61,21.6,2023-06-06:16,0,60,26,17,1.3,2023-06-07T02:00:00,2023-06-06T16:00:00,1686067200
61,21.6,2023-06-06:15,0,60,26,17,1,2023-06-07T01:00:00,2023-06-06T15:00:00,1686063600
61,21.8,2023-06-06:14,0.3,59.7,26,17,2,2023-06-07T00:00:00,2023-06-06T14:00:00,1686060000
61,22,2023-06-06:13,0.7,59.3,26,17,3,2023-06-06T23:00:00,2023-06-06T13:00:00,1686056400
61,22.2,2023-06-06:12,1,59,26,17,4,2023-06-06T22:00:00,2023-06-06T12:00:00,1686052800
57,22.4,2023-06-06:11,1,59,23.7,15.33,5.7,2023-06-06T21:00:00,2023-06-06T11:00:00,1686049200
54,22.6,2023-06-06:10,1,59,21.3,13.67,7.3,2023-06-06T20:00:00,2023-06-06T10:00:00,1686045600
50,22.8,2023-06-06:09,1,59,19,12,9,2023-06-06T19:00:00,2023-06-06T09:00:00,1686042000
46,22.8,2023-06-06:08,1.7,59,17.3,11,11,2023-06-06T18:00:00,2023-06-06T08:00:00,1686038400
42,22.8,2023-06-06:07,2.3,59,15.7,10,13,2023-06-06T17:00:00,2023-06-06T07:00:00,1686034800
37,22.8,2023-06-06:06,3,59,14,9,15,2023-06-06T16:00:00,2023-06-06T06:00:00,1686031200
47,22.8,2023-06-06:05,2.3,59.3,17.7,11.33,15,2023-06-06T15:00:00,2023-06-06T05:00:00,1686027600
54,22.8,2023-06-06:04,1.7,59.7,21.3,13.67,15,2023-06-06T14:00:00,2023-06-06T04:00:00,1686024000
59,22.8,2023-06-06:03,1,60,25,16,15,2023-06-06T13:00:00,2023-06-06T03:00:00,1686020400
74,22.8,2023-06-06:02,0.7,60.3,36.3,23.33,12.3,2023-06-06T12:00:00,2023-06-06T02:00:00,1686016800
90,22.8,2023-06-06:01,0.3,60.7,47.7,30.67,9.7,2023-06-06T11:00:00,2023-06-06T01:00:00,1686013200
107,22.8,2023-06-06:00,0,61,59,38,7,2023-06-06T10:00:00,2023-06-06T00:00:00,1686009600
130,22.8,2023-06-05:23,0,61,70.7,46.67,5,2023-06-06T09:00:00,2023-06-05T23:00:00,1686006000
154,22.8,2023-06-05:22,0,61,82.3,55.33,3,2023-06-06T08:00:00,2023-06-05T22:00:00,1686002400
161,22.8,2023-06-05:21,0,61,94,64,1,2023-06-06T07:00:00,2023-06-05T21:00:00,1685998800
154,22.8,2023-06-05:20,0,60.7,85.7,58.33,0.7,2023-06-06T06:00:00,2023-06-05T20:00:00,1685995200
147,22.8,2023-06-05:19,0,60.3,77.3,52.67,0.3,2023-06-06T05:00:00,2023-06-05T19:00:00,1685991600
131,22.8,2023-06-05:18,0,60,69,47,0,2023-06-06T04:00:00,2023-06-05T18:00:00,1685988000
123,22.8,2023-06-05:17,0,60,65,44,0,2023-06-06T03:00:00,2023-06-05T17:00:00,1685984400
115,22.8,2023-06-05:16,0,60,61,41,0,2023-06-06T02:00:00,2023-06-05T16:00:00,1685980800
107,22.8,2023-06-05:15,0,60,57,38,0,2023-06-06T01:00:00,2023-06-05T15:00:00,1685977200
102,22.6,2023-06-05:14,0,59.7,54.3,36,0.3,2023-06-06T00:00:00,2023-06-05T14:00:00,1685973600
98,22.4,2023-06-05:13,0,59.3,51.7,34,0.7,2023-06-05T23:00:00,2023-06-05T13:00:00,1685970000
93,22.2,2023-06-05:12,0,59,49,32,1,2023-06-05T22:00:00,2023-06-05T12:00:00,1685966400
81,21.8,2023-06-05:11,0,59,41.3,26.33,0.7,2023-06-05T21:00:00,2023-06-05T11:00:00,1685962800
69,21.4,2023-06-05:10,0,59,33.7,20.67,0.3,2023-06-05T20:00:00,2023-06-05T10:00:00,1685959200
56,21,2023-06-05:09,0,59,26,15,0,2023-06-05T19:00:00,2023-06-05T09:00:00,1685955600
54,21.2,2023-06-05:08,0,59,24.3,13.67,0.3,2023-06-05T18:00:00,2023-06-05T08:00:00,1685952000
51,21.4,2023-06-05:07,0,59,22.7,12.33,0.7,2023-06-05T17:00:00,2023-06-05T07:00:00,1685948400
46,21.6,2023-06-05:06,0,59,21,11,1,2023-06-05T16:00:00,2023-06-05T06:00:00,1685944800
52,21.6,2023-06-05:05,0,58.7,24.3,13,1,2023-06-05T15:00:00,2023-06-05T05:00:00,1685941200
56,21.6,2023-06-05:04,0,58.3,27.7,15,1,2023-06-05T14:00:00,2023-06-05T04:00:00,1685937600
61,21.6,2023-06-05:03,0,58,31,17,1,2023-06-05T13:00:00,2023-06-05T03:00:00,1685934000
67,21.8,2023-06-05:02,0,58,35,20,0.7,2023-06-05T12:00:00,2023-06-05T02:00:00,1685930400
74,22,2023-06-05:01,0,58,39,23,0.3,2023-06-05T11:00:00,2023-06-05T01:00:00,1685926800
80,22.2,2023-06-05:00,0,58,43,26,0,2023-06-05T10:00:00,2023-06-05T00:00:00,1685923200
82,22,2023-06-04:23,0,58,44.3,27,0,2023-06-05T09:00:00,2023-06-04T23:00:00,1685919600
85,21.8,2023-06-04:22,0,58,45.7,28,0,2023-06-05T08:00:00,2023-06-04T22:00:00,1685916000
87,21.6,2023-06-04:21,0,58,47,29,0,2023-06-05T07:00:00,2023-06-04T21:00:00,1685912400
80,21.4,2023-06-04:20,0,58.3,41.3,25.67,0,2023-06-05T06:00:00,2023-06-04T20:00:00,1685908800
72,21.2,2023-06-04:19,0,58.7,35.7,22.33,0,2023-06-05T05:00:00,2023-06-04T19:00:00,1685905200
65,21,2023-06-04:18,0,59,30,19,0,2023-06-05T04:00:00,2023-06-04T18:00:00,1685901600
62,21,2023-06-04:17,0,59.3,28.3,17.67,0,2023-06-05T03:00:00,2023-06-04T17:00:00,1685898000
59,21,2023-06-04:16,0,59.7,26.7,16.33,0,2023-06-05T02:00:00,2023-06-04T16:00:00,1685894400
56,21,2023-06-04:15,0,60,25,15,0,2023-06-05T01:00:00,2023-06-04T15:00:00,1685890800
56,21.2,2023-06-04:14,0,60,24.7,15,0,2023-06-05T00:00:00,2023-06-04T14:00:00,1685887200
56,21.4,2023-06-04:13,0,60,24.3,15,0,2023-06-04T23:00:00,2023-06-04T13:00:00,1685883600
56,21.6,2023-06-04:12,0,60,24,15,0,2023-06-04T22:00:00,2023-06-04T12:00:00,1685880000
54,21.6,2023-06-04:11,0,60,22.7,13.67,0,2023-06-04T21:00:00,2023-06-04T11:00:00,1685876400
51,21.6,2023-06-04:10,0,60,21.3,12.33,0,2023-06-04T20:00:00,2023-06-04T10:00:00,1685872800
46,21.6,2023-06-04:09,0,60,20,11,0,2023-06-04T19:00:00,2023-06-04T09:00:00,1685869200
49,21.8,2023-06-04:08,0,60,21.3,11.67,0,2023-06-04T18:00:00,2023-06-04T08:00:00,1685865600
51,22,2023-06-04:07,0,60,22.7,12.33,0,2023-06-04T17:00:00,2023-06-04T07:00:00,1685862000
52,22.2,2023-06-04:06,0,60,24,13,0,2023-06-04T16:00:00,2023-06-04T06:00:00,1685858400
54,22.2,2023-06-04:05,0,59,25.3,13.67,0.3,2023-06-04T15:00:00,2023-06-04T05:00:00,1685854800
55,22.2,2023-06-04:04,0,58,26.7,14.33,0.7,2023-06-04T14:00:00,2023-06-04T04:00:00,1685851200
56,22.2,2023-06-04:03,0,57,28,15,1,2023-06-04T13:00:00,2023-06-04T03:00:00,1685847600
54,22.6,2023-06-04:02,0,57.3,26.7,14,1,2023-06-04T12:00:00,2023-06-04T02:00:00,1685844000
52,23,2023-06-04:01,0,57.7,25.3,13,1,2023-06-04T11:00:00,2023-06-04T01:00:00,1685840400
50,23.3,2023-06-04:00,0,58,24,12,1,2023-06-04T10:00:00,2023-06-04T00:00:00,1685836800
51,23.5,2023-06-03:23,0,58,24.3,12.67,1,2023-06-04T09:00:00,2023-06-03T23:00:00,1685833200
53,23.7,2023-06-03:22,0,58,24.7,13.33,1,2023-06-04T08:00:00,2023-06-03T22:00:00,1685829600
54,23.9,2023-06-03:21,0,58,25,14,1,2023-06-04T07:00:00,2023-06-03T21:00:00,1685826000
52,24.1,2023-06-03:20,0,57.7,23.3,13,1,2023-06-04T06:00:00,2023-06-03T20:00:00,1685822400
50,24.3,2023-06-03:19,0,57.3,21.7,12,1,2023-06-04T05:00:00,2023-06-03T19:00:00,1685818800
46,24.5,2023-06-03:18,0,57,20,11,1,2023-06-04T04:00:00,2023-06-03T18:00:00,1685815200
46,24.3,2023-06-03:17,0,56.7,20,11,1.3,2023-06-04T03:00:00,2023-06-03T17:00:00,1685811600
46,24.1,2023-06-03:16,0,56.3,20,11,1.7,2023-06-04T02:00:00,2023-06-03T16:00:00,1685808000
46,23.9,2023-06-03:15,0,56,20,11,2,2023-06-04T01:00:00,2023-06-03T15:00:00,1685804400
46,24.5,2023-06-03:14,0.3,56,20.3,11,3,2023-06-04T00:00:00,2023-06-03T14:00:00,1685800800
46,25.1,2023-06-03:13,0.7,56,20.7,11,4,2023-06-03T23:00:00,2023-06-03T13:00:00,1685797200
46,25.7,2023-06-03:12,1,56,21,11,5,2023-06-03T22:00:00,2023-06-03T12:00:00,1685793600
47,26.5,2023-06-03:11,2,54.3,22,11.33,6.7,2023-06-03T21:00:00,2023-06-03T11:00:00,1685790000
49,27.2,2023-06-03:10,3,52.7,23,11.67,8.3,2023-06-03T20:00:00,2023-06-03T10:00:00,1685786400
50,28,2023-06-03:09,4,51,24,12,10,2023-06-03T19:00:00,2023-06-03T09:00:00,1685782800
58,39.9,2023-06-03:08,18.3,43.3,28.3,15.67,25.7,2023-06-03T18:00:00,2023-06-03T08:00:00,1685779200
66,51.7,2023-06-03:07,32.7,35.7,32.7,19.33,41.3,2023-06-03T17:00:00,2023-06-03T07:00:00,1685775600
74,63.6,2023-06-03:06,47,28,37,23,57,2023-06-03T16:00:00,2023-06-03T06:00:00,1685772000
77,69.1,2023-06-03:05,47,29,38.3,24.67,63.3,2023-06-03T15:00:00,2023-06-03T05:00:00,1685768400
81,74.5,2023-06-03:04,47,30,39.7,26.33,69.7,2023-06-03T14:00:00,2023-06-03T04:00:00,1685764800
85,80,2023-06-03:03,47,31,41,28,76,2023-06-03T13:00:00,2023-06-03T03:00:00,1685761200
96,77.4,2023-06-03:02,45,25.7,48.3,33.33,69.7,2023-06-03T12:00:00,2023-06-03T02:00:00,1685757600
109,74.9,2023-06-03:01,43,20.3,55.7,38.67,63.3,2023-06-03T11:00:00,2023-06-03T01:00:00,1685754000
123,72.4,2023-06-03:00,41,15,63,44,57,2023-06-03T10:00:00,2023-06-03T00:00:00,1685750400
112,61.7,2023-06-02:23,36,17.3,57,39.67,55,2023-06-03T09:00:00,2023-06-02T23:00:00,1685746800
100,51,2023-06-02:22,31,19.7,51,35.33,53,2023-06-03T08:00:00,2023-06-02T22:00:00,1685743200
91,40.3,2023-06-02:21,26,22,45,31,51,2023-06-03T07:00:00,2023-06-02T21:00:00,1685739600
89,36.2,2023-06-02:20,20,29.3,43.7,30,46.3,2023-06-03T06:00:00,2023-06-02T20:00:00,1685736000
87,32.1,2023-06-02:19,14,36.7,42.3,29,41.7,2023-06-03T05:00:00,2023-06-02T19:00:00,1685732400
85,28,2023-06-02:18,8,44,41,28,37,2023-06-03T04:00:00,2023-06-02T18:00:00,1685728800
75,27,2023-06-02:17,6.3,46.7,35,23.67,29.7,2023-06-03T03:00:00,2023-06-02T17:00:00,1685725200
66,26.1,2023-06-02:16,4.7,49.3,29,19.33,22.3,2023-06-03T02:00:00,2023-06-02T16:00:00,1685721600
56,25.1,2023-06-02:15,3,52,23,15,15,2023-06-03T01:00:00,2023-06-02T15:00:00,1685718000
56,24.5,2023-06-02:14,2.3,53.3,22.7,14.67,11.7,2023-06-03T00:00:00,2023-06-02T14:00:00,1685714400
55,23.9,2023-06-02:13,1.7,54.7,22.3,14.33,8.3,2023-06-02T23:00:00,2023-06-02T13:00:00,1685710800
54,23.3,2023-06-02:12,1,56,22,14,5,2023-06-02T22:00:00,2023-06-02T12:00:00,1685707200
54,22.8,2023-06-02:11,2.3,54.7,22,13.67,8.7,2023-06-02T21:00:00,2023-06-02T11:00:00,1685703600
53,22.2,2023-06-02:10,3.7,53.3,22,13.33,12.3,2023-06-02T20:00:00,2023-06-02T10:00:00,1685700000
52,21.6,2023-06-02:09,5,52,22,13,16,2023-06-02T19:00:00,2023-06-02T09:00:00,1685696400
53,21.8,2023-06-02:08,4,55,22.3,13.33,13,2023-06-02T18:00:00,2023-06-02T08:00:00,1685692800
54,22,2023-06-02:07,3,58,22.7,13.67,10,2023-06-02T17:00:00,2023-06-02T07:00:00,1685689200
54,22.2,2023-06-02:06,2,61,23,14,7,2023-06-02T16:00:00,2023-06-02T06:00:00,1685685600
54,23,2023-06-02:05,2.3,60.7,22.7,14,7,2023-06-02T15:00:00,2023-06-02T05:00:00,1685682000
54,23.7,2023-06-02:04,2.7,60.3,22.3,14,7,2023-06-02T14:00:00,2023-06-02T04:00:00,1685678400
54,24.5,2023-06-02:03,3,60,22,14,7,2023-06-02T13:00:00,2023-06-02T03:00:00,1685674800
56,23.7,2023-06-02:02,2,59.3,23.7,14.67,5,2023-06-02T12:00:00,2023-06-02T02:00:00,1685671200
57,23,2023-06-02:01,1,58.7,25.3,15.33,3,2023-06-02T11:00:00,2023-06-02T01:00:00,1685667600
59,22.2,2023-06-02:00,0,58,27,16,1,2023-06-02T10:00:00,2023-06-02T00:00:00,1685664000
77,21.8,2023-06-01:23,0,57.7,39,24.33,1,2023-06-02T09:00:00,2023-06-01T23:00:00,1685660400
95,21.4,2023-06-01:22,0,57.3,51,32.67,1,2023-06-02T08:00:00,2023-06-01T22:00:00,1685656800
115,21,2023-06-01:21,0,57,63,41,1,2023-06-02T07:00:00,2023-06-01T21:00:00,1685653200
103,21,2023-06-01:20,0,57.3,56.7,36.33,1,2023-06-02T06:00:00,2023-06-01T20:00:00,1685649600
92,21,2023-06-01:19,0,57.7,50.3,31.67,1,2023-06-02T05:00:00,2023-06-01T19:00:00,1685646000
82,21,2023-06-01:18,0,58,44,27,1,2023-06-02T04:00:00,2023-06-01T18:00:00,1685642400
77,21,2023-06-01:17,0,58,41,24.67,1,2023-06-02T03:00:00,2023-06-01T17:00:00,1685638800
72,21,2023-06-01:16,0,58,38,22.33,1,2023-06-02T02:00:00,2023-06-01T16:00:00,1685635200
67,21,2023-06-01:15,0,58,35,20,1,2023-06-02T01:00:00,2023-06-01T15:00:00,1685631600
